	Sound_file	Length (s)	Transcription	nr_words	words per second	identifier	hotwords	inference
40	/data/voshpde/pipeLine/evaluation/transcriptions/manual_transcriptions_soundfiles/001_20140915.wav	27	so that’s good, okay colleagues, if there are no objections, the agenda is adopted, missus Spinelli do you have an objection? Please go ahead for one minute.	27	1.0	20140915	mussolini|paevakorra|pirmininko|carlos|bueso|lehmann|nagy|druge|barrio|gabriel|eu|sippel|sargentini|council|terricabras|gruppernas|caterina|wikstrom|servicio|ernst|soraya|sekretariat|groups|ecr|union|jean|chico|csaba|rapporteurs|frutos|bodil|strasbourg|chinnici|vergiat|bildt|secretariat|timothy|teises|ms|potpredsjednik|anna|gerard|tomas|augereau|bhan|lauristin|josef|sg|murphy|barbara|european|pal|vicky|milt|states|roberta|dalli|avustaja|brussels|kancelar|deprez|kinga|stevens|chair|michal|members|alessandra|valiokunnan|home|lambert|morten|garcia|marek|mariya|udo|miltiadis|ostatni|pogliese|juristischer|jeroen|sophia|ukraine|marju|fernando|claude|judith|cecilia|kancelaria|dyrekcja|affairs|rueda|oikeudellinen|otras|spinelli|des|gomez|hortefeux|salvatore|voigt|corrao|ujazdowski|louis|varapuheenjohtaja|gal|vilimsky|kazimierz|eva|weidenholzer|harald|system|libe|lenaers|kyrkos|ignazio|generalsekretaerens|rapporteur|cornelia|cahen|du|cod|engel|birgit|petersen|einladung|jozsef|moraes|visa|helga|kashetu|fajon|gandolfo|komiteto|kaufmann|mera|citas|ngl|maury|aguilar|boni|lorenzo|coordinators|juan|puheenjohtajan|coelho|ferrara|kutsel|kepviselocsoportok|michel|joly|politicnih|macovei|rattstjansten|efdd|wydzial|outras|verreycken|hedh|tanja|post|kirkhope|afet|visas|kristina|domenico|punkt|komitejas|altri|de|az|altre|gomes|ceballos|kyenge|csaky|poliittisten|consuegra|jurek|voorzitter|helveg|ppe|kabinett|brice|przewodniczacego|fontana|maria|commission|tocka|miriam|committee|member|kudrycka|muut|odbora|lopez|zdechovsky|van|maeijer|glatigny|metsola|parliament|frank|auf|secretaire|mr|corazza|comissao|segreteria|justice|fotitkari|laura|ana|membru	mr president at cod eu if there are no objections the agenda is adopted other any objections president mr spinelli du have an objection de
41	/data/voshpde/pipeLine/evaluation/transcriptions/manual_transcriptions_soundfiles/002_20140915.wav	18	yes, I would like to raise a point regarding procedure	10	0.555555555555556	20140915	mussolini|paevakorra|pirmininko|carlos|bueso|lehmann|nagy|druge|barrio|gabriel|eu|sippel|sargentini|council|terricabras|gruppernas|caterina|wikstrom|servicio|ernst|soraya|sekretariat|groups|ecr|union|jean|chico|csaba|rapporteurs|frutos|bodil|strasbourg|chinnici|vergiat|bildt|secretariat|timothy|teises|ms|potpredsjednik|anna|gerard|tomas|augereau|bhan|lauristin|josef|sg|murphy|barbara|european|pal|vicky|milt|states|roberta|dalli|avustaja|brussels|kancelar|deprez|kinga|stevens|chair|michal|members|alessandra|valiokunnan|home|lambert|morten|garcia|marek|mariya|udo|miltiadis|ostatni|pogliese|juristischer|jeroen|sophia|ukraine|marju|fernando|claude|judith|cecilia|kancelaria|dyrekcja|affairs|rueda|oikeudellinen|otras|spinelli|des|gomez|hortefeux|salvatore|voigt|corrao|ujazdowski|louis|varapuheenjohtaja|gal|vilimsky|kazimierz|eva|weidenholzer|harald|system|libe|lenaers|kyrkos|ignazio|generalsekretaerens|rapporteur|cornelia|cahen|du|cod|engel|birgit|petersen|einladung|jozsef|moraes|visa|helga|kashetu|fajon|gandolfo|komiteto|kaufmann|mera|citas|ngl|maury|aguilar|boni|lorenzo|coordinators|juan|puheenjohtajan|coelho|ferrara|kutsel|kepviselocsoportok|michel|joly|politicnih|macovei|rattstjansten|efdd|wydzial|outras|verreycken|hedh|tanja|post|kirkhope|afet|visas|kristina|domenico|punkt|komitejas|altri|de|az|altre|gomes|ceballos|kyenge|csaky|poliittisten|consuegra|jurek|voorzitter|helveg|ppe|kabinett|brice|przewodniczacego|fontana|maria|commission|tocka|miriam|committee|member|kudrycka|muut|odbora|lopez|zdechovsky|van|maeijer|glatigny|metsola|parliament|frank|auf|secretaire|mr|corazza|comissao|segreteria|justice|fotitkari|laura|ana|membru	mr yes i would like to raise a point regarding procedure
42	/data/voshpde/pipeLine/evaluation/transcriptions/manual_transcriptions_soundfiles/003_20140915.wav	16	our group has obviously been promoting equal treatment of workers, the point of criticism I want to make pertains to procedure	21	1.3125	20140915	mussolini|paevakorra|pirmininko|carlos|bueso|lehmann|nagy|druge|barrio|gabriel|eu|sippel|sargentini|council|terricabras|gruppernas|caterina|wikstrom|servicio|ernst|soraya|sekretariat|groups|ecr|union|jean|chico|csaba|rapporteurs|frutos|bodil|strasbourg|chinnici|vergiat|bildt|secretariat|timothy|teises|ms|potpredsjednik|anna|gerard|tomas|augereau|bhan|lauristin|josef|sg|murphy|barbara|european|pal|vicky|milt|states|roberta|dalli|avustaja|brussels|kancelar|deprez|kinga|stevens|chair|michal|members|alessandra|valiokunnan|home|lambert|morten|garcia|marek|mariya|udo|miltiadis|ostatni|pogliese|juristischer|jeroen|sophia|ukraine|marju|fernando|claude|judith|cecilia|kancelaria|dyrekcja|affairs|rueda|oikeudellinen|otras|spinelli|des|gomez|hortefeux|salvatore|voigt|corrao|ujazdowski|louis|varapuheenjohtaja|gal|vilimsky|kazimierz|eva|weidenholzer|harald|system|libe|lenaers|kyrkos|ignazio|generalsekretaerens|rapporteur|cornelia|cahen|du|cod|engel|birgit|petersen|einladung|jozsef|moraes|visa|helga|kashetu|fajon|gandolfo|komiteto|kaufmann|mera|citas|ngl|maury|aguilar|boni|lorenzo|coordinators|juan|puheenjohtajan|coelho|ferrara|kutsel|kepviselocsoportok|michel|joly|politicnih|macovei|rattstjansten|efdd|wydzial|outras|verreycken|hedh|tanja|post|kirkhope|afet|visas|kristina|domenico|punkt|komitejas|altri|de|az|altre|gomes|ceballos|kyenge|csaky|poliittisten|consuegra|jurek|voorzitter|helveg|ppe|kabinett|brice|przewodniczacego|fontana|maria|commission|tocka|miriam|committee|member|kudrycka|muut|odbora|lopez|zdechovsky|van|maeijer|glatigny|metsola|parliament|frank|auf|secretaire|mr|corazza|comissao|segreteria|justice|fotitkari|laura|ana|membru	mr our groups olvously been promoting equal treatment of workers the point of criticism i want to raise pertains de procedure
43	/data/voshpde/pipeLine/evaluation/transcriptions/manual_transcriptions_soundfiles/004_20140915.wav	20	and, what I’d like to ask you is this, could we add to the agenda, an additional point where we could have a democratic discussion about what is happening in Ukraine	31	1.55	20140915	mussolini|paevakorra|pirmininko|carlos|bueso|lehmann|nagy|druge|barrio|gabriel|eu|sippel|sargentini|council|terricabras|gruppernas|caterina|wikstrom|servicio|ernst|soraya|sekretariat|groups|ecr|union|jean|chico|csaba|rapporteurs|frutos|bodil|strasbourg|chinnici|vergiat|bildt|secretariat|timothy|teises|ms|potpredsjednik|anna|gerard|tomas|augereau|bhan|lauristin|josef|sg|murphy|barbara|european|pal|vicky|milt|states|roberta|dalli|avustaja|brussels|kancelar|deprez|kinga|stevens|chair|michal|members|alessandra|valiokunnan|home|lambert|morten|garcia|marek|mariya|udo|miltiadis|ostatni|pogliese|juristischer|jeroen|sophia|ukraine|marju|fernando|claude|judith|cecilia|kancelaria|dyrekcja|affairs|rueda|oikeudellinen|otras|spinelli|des|gomez|hortefeux|salvatore|voigt|corrao|ujazdowski|louis|varapuheenjohtaja|gal|vilimsky|kazimierz|eva|weidenholzer|harald|system|libe|lenaers|kyrkos|ignazio|generalsekretaerens|rapporteur|cornelia|cahen|du|cod|engel|birgit|petersen|einladung|jozsef|moraes|visa|helga|kashetu|fajon|gandolfo|komiteto|kaufmann|mera|citas|ngl|maury|aguilar|boni|lorenzo|coordinators|juan|puheenjohtajan|coelho|ferrara|kutsel|kepviselocsoportok|michel|joly|politicnih|macovei|rattstjansten|efdd|wydzial|outras|verreycken|hedh|tanja|post|kirkhope|afet|visas|kristina|domenico|punkt|komitejas|altri|de|az|altre|gomes|ceballos|kyenge|csaky|poliittisten|consuegra|jurek|voorzitter|helveg|ppe|kabinett|brice|przewodniczacego|fontana|maria|commission|tocka|miriam|committee|member|kudrycka|muut|odbora|lopez|zdechovsky|van|maeijer|glatigny|metsola|parliament|frank|auf|secretaire|mr|corazza|comissao|segreteria|justice|fotitkari|laura|ana|membru	ana what i would like to ask you is this cod we add to the agenda an additional point where we cod have a democratic discussion about what is happening in ukraine
44	/data/voshpde/pipeLine/evaluation/transcriptions/manual_transcriptions_soundfiles/005_20140915.wav	18	this is a very very important topic, and I think we haven’t had a proper discussion on it yet, and I think it is important that we draw the attention of members of parliament to the fact that this agreement could have major, a major impact	46	2.55555555555556	20140915	mussolini|paevakorra|pirmininko|carlos|bueso|lehmann|nagy|druge|barrio|gabriel|eu|sippel|sargentini|council|terricabras|gruppernas|caterina|wikstrom|servicio|ernst|soraya|sekretariat|groups|ecr|union|jean|chico|csaba|rapporteurs|frutos|bodil|strasbourg|chinnici|vergiat|bildt|secretariat|timothy|teises|ms|potpredsjednik|anna|gerard|tomas|augereau|bhan|lauristin|josef|sg|murphy|barbara|european|pal|vicky|milt|states|roberta|dalli|avustaja|brussels|kancelar|deprez|kinga|stevens|chair|michal|members|alessandra|valiokunnan|home|lambert|morten|garcia|marek|mariya|udo|miltiadis|ostatni|pogliese|juristischer|jeroen|sophia|ukraine|marju|fernando|claude|judith|cecilia|kancelaria|dyrekcja|affairs|rueda|oikeudellinen|otras|spinelli|des|gomez|hortefeux|salvatore|voigt|corrao|ujazdowski|louis|varapuheenjohtaja|gal|vilimsky|kazimierz|eva|weidenholzer|harald|system|libe|lenaers|kyrkos|ignazio|generalsekretaerens|rapporteur|cornelia|cahen|du|cod|engel|birgit|petersen|einladung|jozsef|moraes|visa|helga|kashetu|fajon|gandolfo|komiteto|kaufmann|mera|citas|ngl|maury|aguilar|boni|lorenzo|coordinators|juan|puheenjohtajan|coelho|ferrara|kutsel|kepviselocsoportok|michel|joly|politicnih|macovei|rattstjansten|efdd|wydzial|outras|verreycken|hedh|tanja|post|kirkhope|afet|visas|kristina|domenico|punkt|komitejas|altri|de|az|altre|gomes|ceballos|kyenge|csaky|poliittisten|consuegra|jurek|voorzitter|helveg|ppe|kabinett|brice|przewodniczacego|fontana|maria|commission|tocka|miriam|committee|member|kudrycka|muut|odbora|lopez|zdechovsky|van|maeijer|glatigny|metsola|parliament|frank|auf|secretaire|mr|corazza|comissao|segreteria|justice|fotitkari|laura|ana|membru	mr de this is a very important topic and i think we have not had of proper discussion on it yet and i think it is important that we draw the attention of members of parliament to the fact that this agreement cod have mr a major impact eu
45	/data/voshpde/pipeLine/evaluation/transcriptions/manual_transcriptions_soundfiles/006_20140915.wav	26	in a situation which is tantamount to civil war, that there is a lot of international attention on Ukraine at the moment, I think we need to be concious about that, thank you. Okay thank you for making the point so succinctly , ehm I am glad somebody raised the point, I think the substantive point you are making is that we are gonna have a vote, albeit one electronic vote on the Ukraine association agreement.	76	2.92307692307692	20140915	mussolini|paevakorra|pirmininko|carlos|bueso|lehmann|nagy|druge|barrio|gabriel|eu|sippel|sargentini|council|terricabras|gruppernas|caterina|wikstrom|servicio|ernst|soraya|sekretariat|groups|ecr|union|jean|chico|csaba|rapporteurs|frutos|bodil|strasbourg|chinnici|vergiat|bildt|secretariat|timothy|teises|ms|potpredsjednik|anna|gerard|tomas|augereau|bhan|lauristin|josef|sg|murphy|barbara|european|pal|vicky|milt|states|roberta|dalli|avustaja|brussels|kancelar|deprez|kinga|stevens|chair|michal|members|alessandra|valiokunnan|home|lambert|morten|garcia|marek|mariya|udo|miltiadis|ostatni|pogliese|juristischer|jeroen|sophia|ukraine|marju|fernando|claude|judith|cecilia|kancelaria|dyrekcja|affairs|rueda|oikeudellinen|otras|spinelli|des|gomez|hortefeux|salvatore|voigt|corrao|ujazdowski|louis|varapuheenjohtaja|gal|vilimsky|kazimierz|eva|weidenholzer|harald|system|libe|lenaers|kyrkos|ignazio|generalsekretaerens|rapporteur|cornelia|cahen|du|cod|engel|birgit|petersen|einladung|jozsef|moraes|visa|helga|kashetu|fajon|gandolfo|komiteto|kaufmann|mera|citas|ngl|maury|aguilar|boni|lorenzo|coordinators|juan|puheenjohtajan|coelho|ferrara|kutsel|kepviselocsoportok|michel|joly|politicnih|macovei|rattstjansten|efdd|wydzial|outras|verreycken|hedh|tanja|post|kirkhope|afet|visas|kristina|domenico|punkt|komitejas|altri|de|az|altre|gomes|ceballos|kyenge|csaky|poliittisten|consuegra|jurek|voorzitter|helveg|ppe|kabinett|brice|przewodniczacego|fontana|maria|commission|tocka|miriam|committee|member|kudrycka|muut|odbora|lopez|zdechovsky|van|maeijer|glatigny|metsola|parliament|frank|auf|secretaire|mr|corazza|comissao|segreteria|justice|fotitkari|laura|ana|membru	mr de ana situation which is stand amout a civil war that there is a lot of infor international attention on ukraine at the moment i think we need to be conscious eu mr eu thank eu for making the point de de sinkly i am glad eu somebody raised the point i think the substantive point eu are making is that we are going to have a vote eu be it one electronic vote on the ukraine association agreement
46	/data/voshpde/pipeLine/evaluation/transcriptions/manual_transcriptions_soundfiles/007_20140915.wav	28	I was going to make the point later, but I can make the point now, in relation to your point of order. I share your concern, which is that this report was lead by the AFET committee and not by the LIBE committee, there are some colleagues here who are from the AFET committee, and can confirm this, we are associated with it on some very important issues, colleagues here present, will have worked on some Ukraine issues, as I have	81	2.89285714285714	20140915	mussolini|paevakorra|pirmininko|carlos|bueso|lehmann|nagy|druge|barrio|gabriel|eu|sippel|sargentini|council|terricabras|gruppernas|caterina|wikstrom|servicio|ernst|soraya|sekretariat|groups|ecr|union|jean|chico|csaba|rapporteurs|frutos|bodil|strasbourg|chinnici|vergiat|bildt|secretariat|timothy|teises|ms|potpredsjednik|anna|gerard|tomas|augereau|bhan|lauristin|josef|sg|murphy|barbara|european|pal|vicky|milt|states|roberta|dalli|avustaja|brussels|kancelar|deprez|kinga|stevens|chair|michal|members|alessandra|valiokunnan|home|lambert|morten|garcia|marek|mariya|udo|miltiadis|ostatni|pogliese|juristischer|jeroen|sophia|ukraine|marju|fernando|claude|judith|cecilia|kancelaria|dyrekcja|affairs|rueda|oikeudellinen|otras|spinelli|des|gomez|hortefeux|salvatore|voigt|corrao|ujazdowski|louis|varapuheenjohtaja|gal|vilimsky|kazimierz|eva|weidenholzer|harald|system|libe|lenaers|kyrkos|ignazio|generalsekretaerens|rapporteur|cornelia|cahen|du|cod|engel|birgit|petersen|einladung|jozsef|moraes|visa|helga|kashetu|fajon|gandolfo|komiteto|kaufmann|mera|citas|ngl|maury|aguilar|boni|lorenzo|coordinators|juan|puheenjohtajan|coelho|ferrara|kutsel|kepviselocsoportok|michel|joly|politicnih|macovei|rattstjansten|efdd|wydzial|outras|verreycken|hedh|tanja|post|kirkhope|afet|visas|kristina|domenico|punkt|komitejas|altri|de|az|altre|gomes|ceballos|kyenge|csaky|poliittisten|consuegra|jurek|voorzitter|helveg|ppe|kabinett|brice|przewodniczacego|fontana|maria|commission|tocka|miriam|committee|member|kudrycka|muut|odbora|lopez|zdechovsky|van|maeijer|glatigny|metsola|parliament|frank|auf|secretaire|mr|corazza|comissao|segreteria|justice|fotitkari|laura|ana|membru	mr mr de de i was going to make the point later but i can make the point now in relation to eu point of order i share your concern which is that this report was led by the afet committee ana and not by the libe ana committee eu there are some colleagues here eu are from the afet cod mr de de eu ana de cod confirm this we are associated with it on some very important issues ana colleagues here present will have worked on some ukraine issues as i have
47	/data/voshpde/pipeLine/evaluation/transcriptions/manual_transcriptions_soundfiles/008_20140915.wav	16	In the last mandate, ehm, and it’s not ideal that we are in a situation where we will have a plenary debate tomorrow, and we won’t have a substantive debate today. Anything with the label Ukraine is politically charged, so I share your concerns	44	2.75	20140915	mussolini|paevakorra|pirmininko|carlos|bueso|lehmann|nagy|druge|barrio|gabriel|eu|sippel|sargentini|council|terricabras|gruppernas|caterina|wikstrom|servicio|ernst|soraya|sekretariat|groups|ecr|union|jean|chico|csaba|rapporteurs|frutos|bodil|strasbourg|chinnici|vergiat|bildt|secretariat|timothy|teises|ms|potpredsjednik|anna|gerard|tomas|augereau|bhan|lauristin|josef|sg|murphy|barbara|european|pal|vicky|milt|states|roberta|dalli|avustaja|brussels|kancelar|deprez|kinga|stevens|chair|michal|members|alessandra|valiokunnan|home|lambert|morten|garcia|marek|mariya|udo|miltiadis|ostatni|pogliese|juristischer|jeroen|sophia|ukraine|marju|fernando|claude|judith|cecilia|kancelaria|dyrekcja|affairs|rueda|oikeudellinen|otras|spinelli|des|gomez|hortefeux|salvatore|voigt|corrao|ujazdowski|louis|varapuheenjohtaja|gal|vilimsky|kazimierz|eva|weidenholzer|harald|system|libe|lenaers|kyrkos|ignazio|generalsekretaerens|rapporteur|cornelia|cahen|du|cod|engel|birgit|petersen|einladung|jozsef|moraes|visa|helga|kashetu|fajon|gandolfo|komiteto|kaufmann|mera|citas|ngl|maury|aguilar|boni|lorenzo|coordinators|juan|puheenjohtajan|coelho|ferrara|kutsel|kepviselocsoportok|michel|joly|politicnih|macovei|rattstjansten|efdd|wydzial|outras|verreycken|hedh|tanja|post|kirkhope|afet|visas|kristina|domenico|punkt|komitejas|altri|de|az|altre|gomes|ceballos|kyenge|csaky|poliittisten|consuegra|jurek|voorzitter|helveg|ppe|kabinett|brice|przewodniczacego|fontana|maria|commission|tocka|miriam|committee|member|kudrycka|muut|odbora|lopez|zdechovsky|van|maeijer|glatigny|metsola|parliament|frank|auf|secretaire|mr|corazza|comissao|segreteria|justice|fotitkari|laura|ana|membru	mr de in the last mandate and it is not ideal that we are in a situation where we will have a plenary debate tomorrow and we will not have a substantive debate today anything with the label ukraine is politically charged so i share your concerns eu
48	/data/voshpde/pipeLine/evaluation/transcriptions/manual_transcriptions_soundfiles/009_20140915.wav	22	and of your group. So we are not in an Ideal position, but I don’t think procedurally we are in a position to open a debate today. If you have serious concerns, then obviously you should reflect them in the vote today, and I am happy for you to do that. But we won’t be in the a position today, and I think that all groups are aware of the vote today	72	3.27272727272727	20140915	mussolini|paevakorra|pirmininko|carlos|bueso|lehmann|nagy|druge|barrio|gabriel|eu|sippel|sargentini|council|terricabras|gruppernas|caterina|wikstrom|servicio|ernst|soraya|sekretariat|groups|ecr|union|jean|chico|csaba|rapporteurs|frutos|bodil|strasbourg|chinnici|vergiat|bildt|secretariat|timothy|teises|ms|potpredsjednik|anna|gerard|tomas|augereau|bhan|lauristin|josef|sg|murphy|barbara|european|pal|vicky|milt|states|roberta|dalli|avustaja|brussels|kancelar|deprez|kinga|stevens|chair|michal|members|alessandra|valiokunnan|home|lambert|morten|garcia|marek|mariya|udo|miltiadis|ostatni|pogliese|juristischer|jeroen|sophia|ukraine|marju|fernando|claude|judith|cecilia|kancelaria|dyrekcja|affairs|rueda|oikeudellinen|otras|spinelli|des|gomez|hortefeux|salvatore|voigt|corrao|ujazdowski|louis|varapuheenjohtaja|gal|vilimsky|kazimierz|eva|weidenholzer|harald|system|libe|lenaers|kyrkos|ignazio|generalsekretaerens|rapporteur|cornelia|cahen|du|cod|engel|birgit|petersen|einladung|jozsef|moraes|visa|helga|kashetu|fajon|gandolfo|komiteto|kaufmann|mera|citas|ngl|maury|aguilar|boni|lorenzo|coordinators|juan|puheenjohtajan|coelho|ferrara|kutsel|kepviselocsoportok|michel|joly|politicnih|macovei|rattstjansten|efdd|wydzial|outras|verreycken|hedh|tanja|post|kirkhope|afet|visas|kristina|domenico|punkt|komitejas|altri|de|az|altre|gomes|ceballos|kyenge|csaky|poliittisten|consuegra|jurek|voorzitter|helveg|ppe|kabinett|brice|przewodniczacego|fontana|maria|commission|tocka|miriam|committee|member|kudrycka|muut|odbora|lopez|zdechovsky|van|maeijer|glatigny|metsola|parliament|frank|auf|secretaire|mr|corazza|comissao|segreteria|justice|fotitkari|laura|ana|membru	mr mr mr ppe de de ms ana eu groups so we are not ana ideal position but i do not think procedurally we are ana position to open a debate today if eu have serious concerns that obviously should reflect them in the vote today and i am happy for you to do that but we will not be ana ana position today and i think all groups are aware of the vote today eu
49	/data/voshpde/pipeLine/evaluation/transcriptions/manual_transcriptions_soundfiles/010_20140915.wav	27	Where we would have to have a debate so, but I do share the concerns and I think you are right to raise then, for your group to raise them, so if there are no other objections, I don’t want to open a debate on it today so, I think that a lot of colleagues and substitutes have come just for the vote today and I have a number of other announcements. So with that point being well raised I think I will move on. 	86	3.18518518518519	20140915	mussolini|paevakorra|pirmininko|carlos|bueso|lehmann|nagy|druge|barrio|gabriel|eu|sippel|sargentini|council|terricabras|gruppernas|caterina|wikstrom|servicio|ernst|soraya|sekretariat|groups|ecr|union|jean|chico|csaba|rapporteurs|frutos|bodil|strasbourg|chinnici|vergiat|bildt|secretariat|timothy|teises|ms|potpredsjednik|anna|gerard|tomas|augereau|bhan|lauristin|josef|sg|murphy|barbara|european|pal|vicky|milt|states|roberta|dalli|avustaja|brussels|kancelar|deprez|kinga|stevens|chair|michal|members|alessandra|valiokunnan|home|lambert|morten|garcia|marek|mariya|udo|miltiadis|ostatni|pogliese|juristischer|jeroen|sophia|ukraine|marju|fernando|claude|judith|cecilia|kancelaria|dyrekcja|affairs|rueda|oikeudellinen|otras|spinelli|des|gomez|hortefeux|salvatore|voigt|corrao|ujazdowski|louis|varapuheenjohtaja|gal|vilimsky|kazimierz|eva|weidenholzer|harald|system|libe|lenaers|kyrkos|ignazio|generalsekretaerens|rapporteur|cornelia|cahen|du|cod|engel|birgit|petersen|einladung|jozsef|moraes|visa|helga|kashetu|fajon|gandolfo|komiteto|kaufmann|mera|citas|ngl|maury|aguilar|boni|lorenzo|coordinators|juan|puheenjohtajan|coelho|ferrara|kutsel|kepviselocsoportok|michel|joly|politicnih|macovei|rattstjansten|efdd|wydzial|outras|verreycken|hedh|tanja|post|kirkhope|afet|visas|kristina|domenico|punkt|komitejas|altri|de|az|altre|gomes|ceballos|kyenge|csaky|poliittisten|consuegra|jurek|voorzitter|helveg|ppe|kabinett|brice|przewodniczacego|fontana|maria|commission|tocka|miriam|committee|member|kudrycka|muut|odbora|lopez|zdechovsky|van|maeijer|glatigny|metsola|parliament|frank|auf|secretaire|mr|corazza|comissao|segreteria|justice|fotitkari|laura|ana|membru	mr where we would have to have a debate so but i du share the concerns ana think eu are right to raise them and for eu group to raise them so if there are no other objections i do not want to open the debate anna today so i think eu have to move on because i think a lot of colleagues ana substitutes have come just for the vote today and i ave a number of other announcements so with that point being well raised i think gal move on eu eu de
50	/data/voshpde/pipeLine/evaluation/transcriptions/manual_transcriptions_soundfiles/039_20140925.wav	17	There is the high number of new psycho active substances notified for the early warning system, I said eighty one last year seventy eight this year by today. The development of … indicate that it is an important task of the agency and requires a lot of resources.	48	2.82352941176471	20140925	mussolini|pirmininko|bueso|nagy|rafal|vistisen|eu|sippel|terricabras|servicio|pitera|malin|rapporteurs|bocskor|schlein|ruiz|bildt|ms|potpredsjednik|bhan|vicky|kancelar|deka|stevens|members|mrs|valiokunnan|emil|home|wiewiorowski|lambert|juristischer|pogliese|ec|sophia|primdahl|raffaelli|spinelli|corrao|varapuheenjohtaja|vilimsky|kazimierz|andrea|eva|protection|libe|rapporteur|engel|moraes|fajon|angelika|bonnefoy|aguilar|boni|bjork|cepol|becker|outras|vanfleteren|tanja|post|netherlands|de|kyenge|erbeznik|csaky|draghici|poliittisten|jurek|elissavet|auditors|ppe|kabinett|kati|przewodniczacego|veld|fontana|commission|miriam|odbora|heinz|maeijer|jacob|frank|corazza|russo|branislav|fotitkari|niedermuller|ministry|paevakorra|ska|carlos|ernst|union|jean|csaba|christine|bodil|chinnici|monika|timothy|teises|sophie|legal|murphy|pal|rachida|avustaja|brussels|deprez|visser|presente|udo|fernando|kancelaria|executive|ireland|jan|otras|des|lunacek|piri|salvatore|radev|econ|ujazdowski|alexander|seger|gal|ni|voss|ep|ballegooij|oren|easo|cahen|cornelia|wolfgang|synadinos|helga|gencarelli|kaufmann|ngl|erik|peter|coordinators|peer|puheenjohtajan|coelho|anders|joly|domenico|altri|unit|guillaume|altre|ceballos|hungary|tocka|benova|zdechovsky|julia|court|parliament|secretaire|segreteria|albrecht|justice|ana|nathalie|europol|gotz|druge|pietro|sekretariat|chico|croatian|frutos|revault|anna|high|tomas|planken|cont|ruza|european|dalli|roberta|petr|kinga|alessandra|keller|miltiadis|ostatni|yvonne|jeroen|wojciech|dyrekcja|claude|dati|affairs|rueda|hortefeux|dg|corrado|elly|personal|xx|lenaers|huybreghts|dirrig|birgit|jozsef|kashetu|citas|emcdda|lorenzo|office|sylvie|kepviselocsoportok|politicnih|efdd|wydzial|kirkhope|kristina|az|gomes|flasikova|kudrycka|muut|van|pabriks|metsola|robert|auf|mr|comissao|epp|group|membru|buttarelli|alde|us|barrio|vozemberg|sargentini|gruppernas|caterina|wikstrom|soraya|groups|ecr|secretariat|gerard|josef|mlinar|barbara|milt|chair|michal|jussi|service|pagazaurtundua|garcia|marek|cecilia|oikeudellinen|gomez|asylum|damian|voigt|louis|winberg|rozenburg|weidenholzer|harald|kyrkos|ignazio|giovanni|generalsekretaerens|du|einladung|visa|gandolfo|komiteto|mera|hohlmeier|di|juan|axel|formandens|ferrara|kutsel|michel|hedh|punkt|komitejas|griesbeck|data|jezek|consuegra|philipp|vasiliu|voorzitter|brice|skripek|maria|tomasic|artis|committee|lopez|blasi|laura|il	mr il de there is the high number of eu sycroactive substances notified through the elly warning system di said eighty de last year us seventy eu eight this year by today the development of tracks apply indicators is an important task of the agency and requires a lot of resources eu de
